序号,时间(s),电压,阻抗
11575,1446.758,-2.164759089231238,6536.95166
11576,1446.883,-2.1388673275680348,6537.315918
11577,1447.009,-2.1372230318370304,6537.929688
11578,1447.133,-2.139297862166005,6537.145996
11579,1447.258,-2.0783694445460985,6537.481934
11580,1447.383,-2.0428603701314803,6537.813965
11581,1447.508,-2.004348353382857,6537.842773
11582,1447.633,-1.9025899280592375,6538.179688
11583,1447.758,-1.822918294082741,6537.202148
11584,1447.883,-1.8135001612242514,6538.374512
11585,1448.009,-1.84579171725468,6537.786133
11586,1448.133,-1.8555049332277023,6539.040527
11587,1448.258,-1.967533059663681,6539.515625
11588,1448.383,-2.0898529755982946,6539.484375
11589,1448.508,-2.221346957013439,6538.507813
11590,1448.633,-2.282038469733212,6537.14209
11591,1448.758,-2.3575269302755326,6535.974121
11592,1448.883,-2.3523337524810652,6536.172363
11593,1449.009,-2.346051228568919,6533.550293
11594,1449.133,-2.2523981779184554,6533.24707
11595,1449.258,-2.20759328750717,6532.299316
11596,1449.383,-2.150442546770177,6533.413086
11597,1449.508,-2.0882331919621944,6533.635742
11598,1449.633,-2.0334718151799382,6533.578613
11599,1449.758,-2.036050910367918,6533.441406
11600,1449.883,-1.9392927025148068,6533.609863
11601,1450.008,-1.9488657007247077,6532.549805
11602,1450.133,-1.9186066730599989,6532.21875
11603,1450.258,-1.9381712536017093,6532.24707
11604,1450.384,-1.9181730667046106,6532.327637
11605,1450.508,-1.939202761896752,6532.104492
11606,1450.632,-1.965659795194102,6531.882813
11607,1450.757,-1.9835797097197805,6532.468262
11608,1450.882,-1.9427862503513365,6532.076172
11609,1451.008,-1.9264659543789484,6531.99707
11610,1451.133,-1.8570815107536855,6532.355469
11611,1451.258,-1.7853664200656951,6531.464844
11612,1451.383,-1.7264736246452617,6532.413574
11613,1451.508,-1.6516939970261235,6530.935059
11614,1451.632,-1.6022671946536284,6530.90625
11615,1451.758,-1.6634796709350201,6531.101074
11616,1451.883,-1.6844133522125013,6531.881836
11617,1452.007,-1.7792564385693892,6532.300781
11618,1452.132,-1.905521403004761,6531.769043
11619,1452.258,-1.9580389626798682,6530.740234
11620,1452.384,-1.9724333185459868,6530.82666
11621,1452.508,-2.066822991232492,6530.603516
11622,1452.633,-1.9872696147923157,6530.685059
11623,1452.759,-1.9644124797884954,6530.353027
11624,1452.883,-1.9451172782099797,6531.660645
